"","X1","Squirrel","date","ODBA","Feed","Forage","NestMove","notmoving","Sleep","Travel","Deploy"
"2355",17,"M7",2014-09-11,612037.3,12136,32911,3828,1804,29112,6609,"Fall 2014"
"2356",18,"M7",2014-09-12,499942.44,11176,29198,3157,1321,36833,4715,"Fall 2014"
"2357",19,"M7",2014-09-13,500265.43,13869,31341,2195,1483,33085,4427,"Fall 2014"
"2358",20,"M7",2014-09-14,552156.8,11889,31934,4941,1149,31329,5158,"Fall 2014"
"2359",21,"M7",2014-09-15,560323.41,11740,31770,3455,731,32891,5813,"Fall 2014"
"2360",22,"M7",2014-09-16,529557,15881,32133,2929,2211,29255,3991,"Fall 2014"
"2361",1,"M8",2014-08-26,353091.15,34831,15170,2525,20593,11269,2012,"Fall 2014"
"2362",2,"M8",2014-08-27,395334.91,37023,17204,1909,20681,6923,2660,"Fall 2014"
"2363",3,"M8",2014-08-28,347654.37,32766,15580,1292,16586,17763,2413,"Fall 2014"
"2364",4,"M8",2014-08-29,360441.66,33826,15273,4445,5958,24496,2402,"Fall 2014"
"2365",5,"M8",2014-08-30,373133.6,33764,17143,3033,13044,17179,2237,"Fall 2014"
"2366",6,"M8",2014-08-31,376501.13,31332,17887,2608,13228,18777,2568,"Fall 2014"
"2367",7,"M8",2014-09-01,383565.75,26511,18201,4089,9631,25443,2525,"Fall 2014"
"2368",8,"M8",2014-09-02,437783.26,23596,22791,2189,17120,17162,3542,"Fall 2014"
"2369",9,"M8",2014-09-03,355635.61,23897,16080,3311,18676,21656,2780,"Fall 2014"
"2370",10,"M8",2014-09-04,388511.18,16422,19887,4611,7032,35258,3190,"Fall 2014"
"2371",11,"M8",2014-09-05,362460.44,15644,17657,5043,7757,37294,3005,"Fall 2014"
"2372",12,"M8",2014-09-06,354725.69,16148,16038,6682,6675,38222,2635,"Fall 2014"
"2373",13,"M8",2014-09-07,302300.3,13126,11005,11550,2025,46854,1840,"Fall 2014"
"2374",14,"M8",2014-09-08,332389.26,17306,15341,7040,8307,35974,2432,"Fall 2014"
"2375",15,"M8",2014-09-09,337529.99,16053,15146,6028,4820,41628,2725,"Fall 2014"
"2376",16,"M8",2014-09-10,240192.94,10888,9257,5262,35051,24047,1895,"Fall 2014"
"2377",1,"N1",2014-08-29,9354.82,NA,NA,NA,17800,68600,NA,"Fall 2014"
"2378",2,"N1",2014-08-30,406044.58,11595,20870,1256,21895,26225,4559,"Fall 2014"
"2379",3,"N1",2014-08-31,580846.4,12760,30635,3622,654,32649,6080,"Fall 2014"
"2380",4,"N1",2014-09-01,586367.01,12617,31372,3789,583,32181,5858,"Fall 2014"
"2381",5,"N1",2014-09-02,622624.1,11390,31455,4175,577,32275,6528,"Fall 2014"
"2382",6,"N1",2014-09-03,659147.53,12876,32937,3754,2314,27356,7163,"Fall 2014"
"2383",7,"N1",2014-09-04,671682.92,12220,32896,3242,609,29639,7794,"Fall 2014"
"2384",8,"N1",2014-09-05,650557.99,11025,32822,3362,598,31649,6944,"Fall 2014"
"2385",9,"N1",2014-09-06,624997.49,12375,32804,3935,347,30415,6524,"Fall 2014"
"2386",1,"N7",2014-08-29,561882.67,15406,24688,4763,3960,31158,6425,"Fall 2014"
"2387",2,"N7",2014-08-30,583461.99,18196,25439,4109,5111,26861,6684,"Fall 2014"
"2388",3,"N7",2014-08-31,651263.05,19837,25550,4186,6304,22093,8430,"Fall 2014"
"2389",4,"N7",2014-09-01,538462.44,18009,21992,6143,7487,26817,5952,"Fall 2014"
"2390",5,"N7",2014-09-02,564337.33,19049,22450,4744,5111,28236,6810,"Fall 2014"
"2391",6,"N7",2014-09-03,414410.02,23466,18997,4316,7228,29155,3238,"Fall 2014"
"2392",7,"N7",2014-09-04,385347.19,19026,16402,6779,8477,32471,3245,"Fall 2014"
"2393",8,"N7",2014-09-05,502962.81,17484,24728,2296,5999,30505,5388,"Fall 2014"
"2394",9,"N7",2014-09-06,440303.16,20364,19573,3801,7868,30660,4134,"Fall 2014"
"2395",10,"N7",2014-09-07,382143.36,22129,16872,5516,7660,31385,2838,"Fall 2014"
"2396",11,"N7",2014-09-08,511035.18,16804,22786,4052,5396,31768,5594,"Fall 2014"
"2397",12,"N7",2014-09-09,535112.18,20202,23466,3197,6891,26753,5891,"Fall 2014"
"2398",13,"N7",2014-09-10,461507.44,18639,21717,2934,7726,30626,4758,"Fall 2014"
"2399",14,"N7",2014-09-11,482151.61,19266,22777,3612,6128,30167,4450,"Fall 2014"
"2400",15,"N7",2014-09-12,505311.95,18070,24422,3143,3107,32297,5361,"Fall 2014"
"2401",16,"N7",2014-09-13,514855.4,20174,25204,1672,18880,15270,5200,"Fall 2014"
"2402",17,"N7",2014-09-14,482530.26,18999,22848,5052,9594,25238,4669,"Fall 2014"
"2403",18,"N7",2014-09-15,518925.5,19060,24261,3688,11082,23002,5307,"Fall 2014"
"2404",19,"N7",2014-09-16,526146.41,21959,25144,3141,4543,26230,5383,"Fall 2014"
"2405",20,"N7",2014-09-17,512908.77,22596,23577,1837,18549,14424,5417,"Fall 2014"
"2406",21,"N7",2014-09-18,521001.5,19811,23610,2896,6811,27845,5427,"Fall 2014"
"2407",22,"N7",2014-09-19,465646.7,21538,20521,3871,7148,28696,4626,"Fall 2014"
"2408",23,"N7",2014-09-20,450077.44,22171,19724,3633,11187,25086,4599,"Fall 2014"
"2409",24,"N7",2014-09-21,492233.2,21796,21778,3107,11988,22921,4810,"Fall 2014"
"2410",25,"N7",2014-09-22,530717.08,23551,21871,3146,17890,13906,6036,"Fall 2014"
"2411",26,"N7",2014-09-23,521686.04,21463,20926,3582,9856,24536,6037,"Fall 2014"
"2412",27,"N7",2014-09-24,579660.22,22001,21385,2596,15159,17616,7643,"Fall 2014"
"2413",1,"N8",2014-09-05,648454.84,11668,31374,3978,1731,29922,7727,"Fall 2014"
"2414",2,"N8",2014-09-06,635771.98,12837,28012,5320,319,31400,8512,"Fall 2014"
"2415",3,"N8",2014-09-07,599904.75,16071,26398,5163,836,29937,7995,"Fall 2014"
"2416",4,"N8",2014-09-08,645053.92,10102,29660,3410,2716,31863,8649,"Fall 2014"
"2417",5,"N8",2014-09-09,551630.78,14197,24476,3314,3082,33796,7535,"Fall 2014"
"2418",6,"N8",2014-09-10,682271.71,11475,31254,3576,1980,28991,9124,"Fall 2014"
"2419",7,"N8",2014-09-11,637661.9,12708,29019,5473,589,30294,8317,"Fall 2014"
"2420",8,"N8",2014-09-12,628228.2,11590,28132,3688,1827,31872,9291,"Fall 2014"
"2421",9,"N8",2014-09-13,597749.59,10736,30626,3443,1629,32620,7346,"Fall 2014"
"2422",10,"N8",2014-09-14,606737.48,12206,31961,3344,11005,20516,7368,"Fall 2014"
"2423",11,"N8",2014-09-15,579282.11,11932,29686,4057,791,32380,7554,"Fall 2014"
"2424",12,"N8",2014-09-16,566475.81,9106,27995,5470,615,36087,7127,"Fall 2014"
"2425",13,"N8",2014-09-17,635854.77,12780,27599,7174,1901,27673,9273,"Fall 2014"
"2426",14,"N8",2014-09-18,529488.79,10432,26483,8072,2700,32385,6328,"Fall 2014"
"2427",15,"N8",2014-09-19,532955.38,11153,25700,5402,2201,35205,6739,"Fall 2014"
"2428",16,"N8",2014-09-20,591794.98,10674,29822,3742,814,33545,7803,"Fall 2014"
"2429",17,"N8",2014-09-21,520592.48,12969,23715,5606,380,37114,6616,"Fall 2014"
"2430",18,"N8",2014-09-22,539455.29,12309,24482,5552,395,36395,7267,"Fall 2014"
"2431",19,"N8",2014-09-23,496692.18,13519,23847,4611,1944,36749,5730,"Fall 2014"
"2432",20,"N8",2014-09-24,513961.19,12440,24509,4697,1223,36910,6621,"Fall 2014"
"2433",21,"N8",2014-09-25,523745.08,11220,26745,5749,1328,35307,6051,"Fall 2014"
"2434",22,"N8",2014-09-26,488413.26,14774,23596,5079,6302,31104,5545,"Fall 2014"
"2435",1,"O1",2014-08-26,664665.54,11105,35553,2231,3504,25839,8168,"Fall 2014"
"2436",2,"O1",2014-08-27,489698.32,13705,26869,2601,4565,33369,5291,"Fall 2014"
"2437",3,"O1",2014-08-28,555754.69,13709,30686,2758,7337,25592,6318,"Fall 2014"
"2438",4,"O1",2014-08-29,684233.63,10334,33063,2987,4543,25933,9540,"Fall 2014"
"2439",5,"O1",2014-08-30,685966.82,11648,31052,2315,7330,24444,9611,"Fall 2014"
"2440",6,"O1",2014-08-31,636065.77,10863,30184,2443,5060,29178,8672,"Fall 2014"
"2441",7,"O1",2014-09-01,658918.42,11712,29322,3159,4237,28791,9179,"Fall 2014"
"2442",8,"O1",2014-09-02,662687.08,12982,30588,2425,7399,24485,8521,"Fall 2014"
"2443",9,"O1",2014-09-03,669396.49,14787,31174,1487,10589,19502,8861,"Fall 2014"
"2444",10,"O1",2014-09-04,687475.03,12602,31932,3121,6204,23359,9182,"Fall 2014"
"2445",11,"O1",2014-09-05,689655.43,11835,32459,1849,3955,26862,9440,"Fall 2014"
"2446",12,"O1",2014-09-06,677725.86,10841,29353,3211,5092,28018,9885,"Fall 2014"
"2447",13,"O1",2014-09-07,622989.67,13123,27561,5840,3202,28842,7832,"Fall 2014"
"2448",14,"O1",2014-09-08,662632.22,12535,30653,2741,4034,27289,9148,"Fall 2014"
"2449",15,"O1",2014-09-09,720384.21,12272,31446,2249,6021,24180,10232,"Fall 2014"
"2450",16,"O1",2014-09-10,644961.8,12186,28591,2257,6624,27504,9238,"Fall 2014"
"2451",17,"O1",2014-09-11,710192.18,11113,28968,3585,4420,27915,10399,"Fall 2014"
"2452",18,"O1",2014-09-12,676375.13,11785,28285,1863,6497,27477,10493,"Fall 2014"
"2453",19,"O1",2014-09-13,635572,12993,30350,2016,5274,27655,8112,"Fall 2014"
"2454",20,"O1",2014-09-14,664781.47,11612,28295,3136,3563,29894,9900,"Fall 2014"
"2455",21,"O1",2014-09-15,638660.93,11131,30276,3426,3771,29444,8352,"Fall 2014"
"2456",22,"O1",2014-09-16,728305.56,11879,35520,5698,3326,21452,8525,"Fall 2014"
"2457",23,"O1",2014-09-17,553280.27,12277,26496,3333,7534,29487,7273,"Fall 2014"
"2458",24,"O1",2014-09-18,703283.3,10219,27285,2607,7029,27692,11568,"Fall 2014"
"2459",25,"O1",2014-09-19,620982.65,13057,27034,2311,5897,28980,9121,"Fall 2014"
"2460",26,"O1",2014-09-20,643609.28,12444,27845,3216,5558,28284,9053,"Fall 2014"
"2461",27,"O1",2014-09-21,492225.15,16022,21176,4578,7114,31392,6118,"Fall 2014"
"2462",28,"O1",2014-09-22,567692.08,14177,25884,2937,4408,30963,8031,"Fall 2014"
"2463",29,"O1",2014-09-23,535276.88,15281,25384,2395,9724,26914,6702,"Fall 2014"
"2464",30,"O1",2014-09-24,525218.13,14734,25868,3888,5279,30343,6288,"Fall 2014"
"2465",31,"O1",2014-09-25,579487.04,12133,25186,3090,4441,33450,8100,"Fall 2014"
"2466",32,"O1",2014-09-26,570548.53,15877,22917,2648,6022,30591,8345,"Fall 2014"
"2467",1,"Q7",2014-09-15,605204.8,9471,31892,3840,4534,29539,7124,"Fall 2014"
"2468",2,"Q7",2014-09-16,560820.01,10213,31115,1854,4895,31851,6472,"Fall 2014"
"2469",3,"Q7",2014-09-17,352676,14667,19887,3597,10713,34789,2747,"Fall 2014"
"2470",4,"Q7",2014-09-18,429023.28,14230,28370,1494,8287,31154,2865,"Fall 2014"
"2471",5,"Q7",2014-09-19,269707.48,16329,15344,3365,10874,39259,1229,"Fall 2014"
"2472",6,"Q7",2014-09-20,269584.15,16541,16055,2972,15084,34562,1186,"Fall 2014"
"2473",7,"Q7",2014-09-21,326951.17,16109,18070,5118,10448,34958,1697,"Fall 2014"
"2474",8,"Q7",2014-09-22,303443.47,17045,17432,4487,4862,40937,1637,"Fall 2014"
"2475",9,"Q7",2014-09-23,277741.06,17892,16937,2727,13989,33824,1031,"Fall 2014"
"2476",10,"Q7",2014-09-24,335445.38,18963,20058,2864,8103,34659,1753,"Fall 2014"
"2477",1,"A1",2015-08-17,324880.87,9221,17656,4393,1656,50237,3237,"Fall 2015 Deploy 1"
"2478",2,"A1",2015-08-18,434631.88,10640,24878,4610,1695,39825,4752,"Fall 2015 Deploy 1"
"2479",3,"A1",2015-08-19,405972.19,9905,24539,3646,2457,41879,3974,"Fall 2015 Deploy 1"
"2480",4,"A1",2015-08-20,441118.69,9877,27004,4021,1517,39519,4462,"Fall 2015 Deploy 1"
"2481",5,"A1",2015-08-21,436025.35,11325,25674,3193,2804,38507,4897,"Fall 2015 Deploy 1"
"2482",6,"A1",2015-08-22,412538.43,13560,25814,3652,1682,38188,3504,"Fall 2015 Deploy 1"
"2483",7,"A1",2015-08-23,407004.95,10167,24543,3432,1671,42588,3999,"Fall 2015 Deploy 1"
"2484",8,"A1",2015-08-24,428877.84,11088,24372,3843,2118,40392,4587,"Fall 2015 Deploy 1"
"2485",9,"A1",2015-08-25,434601.3,11909,24359,3186,1929,40009,5008,"Fall 2015 Deploy 1"
"2486",10,"A1",2015-08-26,409120.18,9542,22300,3376,3325,42969,4888,"Fall 2015 Deploy 1"
"2487",11,"A1",2015-08-27,488686.28,9208,27874,3752,4633,35248,5685,"Fall 2015 Deploy 1"
"2488",12,"A1",2015-08-28,390225.37,8331,22420,4358,3940,43597,3754,"Fall 2015 Deploy 1"
"2489",13,"A1",2015-08-29,432265.6,10099,24557,4147,1777,41338,4482,"Fall 2015 Deploy 1"
"2490",14,"A1",2015-08-30,253489.06,9414,11933,4875,2362,55845,1971,"Fall 2015 Deploy 1"
"2491",15,"A1",2015-08-31,324748.13,10169,16099,5146,1851,49844,3291,"Fall 2015 Deploy 1"
"2492",1,"B2",2015-08-16,291830.2,9662,15564,5569,8457,45306,1842,"Fall 2015 Deploy 1"
"2493",2,"B2",2015-08-17,356794.66,12716,20345,4276,4529,41952,2582,"Fall 2015 Deploy 1"
"2494",3,"B2",2015-08-18,352074.41,14491,19283,5238,8649,36358,2381,"Fall 2015 Deploy 1"
"2495",4,"B2",2015-08-19,319351.1,15079,17022,6777,4045,41611,1866,"Fall 2015 Deploy 1"
"2496",5,"B2",2015-08-20,357006.44,17297,19034,5331,6253,36158,2327,"Fall 2015 Deploy 1"
"2497",6,"B2",2015-08-21,379326.04,18755,20489,5454,2996,35994,2712,"Fall 2015 Deploy 1"
"2498",7,"B2",2015-08-22,406453.95,19535,21059,5113,4142,33297,3254,"Fall 2015 Deploy 1"
"2499",8,"B2",2015-08-23,409260.38,18480,24334,3148,3828,33578,3032,"Fall 2015 Deploy 1"
"2500",9,"B2",2015-08-24,399773.29,21868,21465,3165,4087,32604,3211,"Fall 2015 Deploy 1"
"2501",1,"B3",2015-08-17,346539.07,9366,23116,4207,2050,45245,2416,"Fall 2015 Deploy 1"
"2502",2,"B3",2015-08-18,213992.08,9819,11734,5500,6849,51512,986,"Fall 2015 Deploy 1"
"2503",3,"B3",2015-08-19,228219.65,10114,13451,4223,5214,52062,1336,"Fall 2015 Deploy 1"
"2504",4,"B3",2015-08-20,222539.26,12913,12525,3548,7148,49119,1147,"Fall 2015 Deploy 1"
"2505",5,"B3",2015-08-21,200549.34,11985,10394,5106,3775,54102,1038,"Fall 2015 Deploy 1"
"2506",6,"B3",2015-08-22,223009.5,12053,12165,6223,3636,51315,1008,"Fall 2015 Deploy 1"
"2507",7,"B3",2015-08-23,248806.76,15985,13324,5670,968,49000,1453,"Fall 2015 Deploy 1"
"2508",8,"B3",2015-08-24,281584.12,15831,15498,5571,2585,45073,1842,"Fall 2015 Deploy 1"
"2509",9,"B3",2015-08-25,271102.58,12528,15903,4873,4879,46629,1588,"Fall 2015 Deploy 1"
"2510",10,"B3",2015-08-26,279712.25,14425,17282,4540,1527,47264,1362,"Fall 2015 Deploy 1"
"2511",11,"B3",2015-08-27,297126.31,14141,17598,6951,875,45199,1636,"Fall 2015 Deploy 1"
"2512",12,"B3",2015-08-28,237435.1,15221,12731,5728,3284,48180,1256,"Fall 2015 Deploy 1"
"2513",13,"B3",2015-08-29,242345.43,13168,14574,4358,1956,50982,1362,"Fall 2015 Deploy 1"
"2514",14,"B3",2015-08-30,218867.05,14863,10441,7000,3239,49996,861,"Fall 2015 Deploy 1"
"2515",15,"B3",2015-08-31,220092.22,14139,12383,4753,1967,52005,1153,"Fall 2015 Deploy 1"
"2516",1,"C4",2015-08-16,319862.72,8726,17822,3774,12152,41248,2678,"Fall 2015 Deploy 1"
"2517",2,"C4",2015-08-17,372013.08,8211,22037,2957,12604,36979,3612,"Fall 2015 Deploy 1"
"2518",3,"C4",2015-08-18,410190.45,9555,22096,4182,16390,29765,4412,"Fall 2015 Deploy 1"
"2519",4,"C4",2015-08-19,298435.73,14094,15514,3645,12569,38231,2347,"Fall 2015 Deploy 1"
"2520",5,"C4",2015-08-20,274359.03,12445,13397,4132,12669,41424,2333,"Fall 2015 Deploy 1"
"2521",6,"C4",2015-08-21,401839.88,11848,22445,3438,7233,37554,3882,"Fall 2015 Deploy 1"
"2522",7,"C4",2015-08-22,370015.36,8891,20956,5238,2975,45728,2612,"Fall 2015 Deploy 1"
"2523",8,"C4",2015-08-23,296818.71,12903,17203,4132,2929,47567,1666,"Fall 2015 Deploy 1"
"2524",9,"C4",2015-08-24,343689.16,13051,19351,4848,6690,40495,1965,"Fall 2015 Deploy 1"
"2525",10,"C4",2015-08-25,349757.49,11985,20292,5795,3632,42838,1858,"Fall 2015 Deploy 1"
"2526",11,"C4",2015-08-26,371352.81,12705,21445,5119,11743,33231,2157,"Fall 2015 Deploy 1"
"2527",12,"C4",2015-08-27,379626.51,12487,22332,4703,2666,42038,2174,"Fall 2015 Deploy 1"
"2528",13,"C4",2015-08-28,313380.04,12062,14992,6895,2196,48471,1784,"Fall 2015 Deploy 1"
"2529",14,"C4",2015-08-29,453479.48,13942,27856,3387,7562,30889,2764,"Fall 2015 Deploy 1"
"2530",15,"C4",2015-08-30,262171.75,14109,12777,5412,4457,48547,1098,"Fall 2015 Deploy 1"
"2531",16,"C4",2015-08-31,287295.07,11171,14004,5178,2174,52194,1679,"Fall 2015 Deploy 1"
"2532",17,"C4",2015-09-01,314862.94,11726,17283,3792,1414,50127,2058,"Fall 2015 Deploy 1"
"2533",1,"C5",2015-08-16,308402.71,12183,18776,1652,18512,32864,2413,"Fall 2015 Deploy 1"
"2534",2,"C5",2015-08-17,333125.71,13707,19805,2965,15574,31842,2507,"Fall 2015 Deploy 1"
"2535",3,"C5",2015-08-18,398491.08,14063,25177,1969,13752,28164,3275,"Fall 2015 Deploy 1"
"2536",4,"C5",2015-08-19,423665.59,14442,26249,1712,12629,27703,3665,"Fall 2015 Deploy 1"
"2537",5,"C5",2015-08-20,421628.72,16745,24705,1878,10548,28739,3785,"Fall 2015 Deploy 1"
"2538",6,"C5",2015-08-21,431869.28,17195,26227,1628,15344,22139,3867,"Fall 2015 Deploy 1"
"2539",7,"C5",2015-08-22,464699.83,17709,27338,1895,13310,21995,4153,"Fall 2015 Deploy 1"
"2540",8,"C5",2015-08-23,442703.6,14413,27045,1062,12670,26958,4252,"Fall 2015 Deploy 1"
"2541",9,"C5",2015-08-24,432849.16,13856,26209,1977,11884,28371,4103,"Fall 2015 Deploy 1"
"2542",1,"D2",2015-08-16,224076.66,7792,11836,6964,11442,47689,677,"Fall 2015 Deploy 1"
"2543",2,"D2",2015-08-17,238506.56,8627,13591,4783,16268,41807,1324,"Fall 2015 Deploy 1"
"2544",3,"D2",2015-08-18,271492.58,9114,13993,9602,8406,43971,1314,"Fall 2015 Deploy 1"
"2545",4,"D2",2015-08-19,320051.15,12147,18076,6134,4011,44065,1967,"Fall 2015 Deploy 1"
"2546",5,"D2",2015-08-20,341890.83,13248,18947,6647,4020,41449,2089,"Fall 2015 Deploy 1"
"2547",6,"D2",2015-08-21,324885.45,10120,20612,5652,2652,45424,1940,"Fall 2015 Deploy 1"
"2548",7,"D2",2015-08-22,377948.26,15350,24380,2483,7120,34763,2304,"Fall 2015 Deploy 1"
"2549",8,"D2",2015-08-23,378320.21,15340,24500,4192,7956,32277,2135,"Fall 2015 Deploy 1"
"2550",9,"D2",2015-08-24,380347.31,16040,23792,3897,6896,33425,2350,"Fall 2015 Deploy 1"
"2551",1,"E4",2015-08-16,302717.97,12889,18601,3935,12042,37079,1854,"Fall 2015 Deploy 1"
"2552",2,"E4",2015-08-17,350779.13,11929,20315,4376,9639,37348,2793,"Fall 2015 Deploy 1"
"2553",3,"E4",2015-08-18,351225.51,15136,19636,5438,6324,37264,2602,"Fall 2015 Deploy 1"
"2554",4,"E4",2015-08-19,427473.57,12674,24989,4074,8290,32460,3913,"Fall 2015 Deploy 1"
"2555",5,"E4",2015-08-20,383048.96,13113,22961,3261,9061,34857,3147,"Fall 2015 Deploy 1"
"2556",6,"E4",2015-08-21,443486.74,13718,27895,3085,5493,32298,3911,"Fall 2015 Deploy 1"
"2557",7,"E4",2015-08-22,428556.71,15662,26776,2898,9046,29009,3009,"Fall 2015 Deploy 1"
"2558",8,"E4",2015-08-23,369054.72,14095,22208,4856,6117,36657,2467,"Fall 2015 Deploy 1"
"2559",9,"E4",2015-08-24,347785.36,16016,18732,6088,5304,37834,2426,"Fall 2015 Deploy 1"
"2560",10,"E4",2015-08-25,342574.44,13459,19137,5879,5882,39410,2633,"Fall 2015 Deploy 1"
"2561",11,"E4",2015-08-26,412963.39,13474,24747,4782,5539,34496,3362,"Fall 2015 Deploy 1"
"2562",12,"E4",2015-08-27,437951.62,13106,26927,3619,4327,34927,3494,"Fall 2015 Deploy 1"
"2563",13,"E4",2015-08-28,332256.48,14092,16851,3337,9347,39653,3120,"Fall 2015 Deploy 1"
"2564",14,"E4",2015-08-29,434160.48,13980,25968,2916,5223,34383,3930,"Fall 2015 Deploy 1"
"2565",15,"E4",2015-08-30,315169.61,14564,16189,5727,6358,41344,2218,"Fall 2015 Deploy 1"
"2566",16,"E4",2015-08-31,369763,14073,21077,2932,7391,38012,2915,"Fall 2015 Deploy 1"
"2567",1,"E5",2015-08-16,244983.09,11286,13641,5173,6519,48817,964,"Fall 2015 Deploy 1"
"2568",2,"E5",2015-08-17,286972.68,15524,18417,2968,24744,23541,1206,"Fall 2015 Deploy 1"
"2569",3,"E5",2015-08-18,253880.46,15787,13172,4767,36838,14498,1338,"Fall 2015 Deploy 1"
"2570",4,"E5",2015-08-19,348890.9,18486,22012,2347,13823,27614,2118,"Fall 2015 Deploy 1"
"2571",5,"E5",2015-08-20,314147.17,14393,18411,3860,7653,40106,1977,"Fall 2015 Deploy 1"
"2572",6,"E5",2015-08-21,308330.71,16609,18772,2873,12765,33760,1621,"Fall 2015 Deploy 1"
"2573",1,"F1d",2015-08-17,266950.46,12965,15582,1177,39771,15246,1659,"Fall 2015 Deploy 1"
"2574",2,"F1d",2015-08-18,280155.12,14071,16877,1405,34192,18064,1791,"Fall 2015 Deploy 1"
"2575",3,"F1d",2015-08-19,360796.63,15439,21906,995,27699,17473,2888,"Fall 2015 Deploy 1"
"2576",4,"F1d",2015-08-20,359888.78,18272,21729,952,25591,17205,2651,"Fall 2015 Deploy 1"
"2577",5,"F1d",2015-08-21,362591.83,17136,22547,1195,28339,14633,2550,"Fall 2015 Deploy 1"
"2578",6,"F1d",2015-08-22,403228.68,19536,25356,396,26404,11695,3013,"Fall 2015 Deploy 1"
"2579",7,"F1d",2015-08-23,366937.79,16354,23261,857,27118,16261,2549,"Fall 2015 Deploy 1"
"2580",8,"F1d",2015-08-24,353935.98,17239,22022,1508,28021,15314,2296,"Fall 2015 Deploy 1"
"2581",1,"F3",2015-08-16,249466.12,11287,13116,6563,9068,45234,1132,"Fall 2015 Deploy 1"
"2582",2,"F3",2015-08-17,320623.7,13919,18356,4569,8181,39169,2206,"Fall 2015 Deploy 1"
"2583",3,"F3",2015-08-18,351578.44,13292,18032,8559,11897,32428,2192,"Fall 2015 Deploy 1"
"2584",4,"F3",2015-08-19,378295.04,14372,21794,4170,4482,38567,3015,"Fall 2015 Deploy 1"
"2585",5,"F3",2015-08-20,392290.08,14432,22096,4704,6726,34981,3461,"Fall 2015 Deploy 1"
"2586",6,"F3",2015-08-21,444892.86,13603,28096,2751,5908,32059,3983,"Fall 2015 Deploy 1"
"2587",7,"F3",2015-08-22,413815.5,13382,24452,3860,2162,39127,3417,"Fall 2015 Deploy 1"
"2588",1,"F8",2015-08-16,272752.03,11431,15758,4853,9263,43625,1470,"Fall 2015 Deploy 1"
"2589",2,"F8",2015-08-17,345901.71,14815,22201,2370,14470,30378,2166,"Fall 2015 Deploy 1"
"2590",3,"F8",2015-08-18,305653.81,15105,16496,7080,15183,31001,1535,"Fall 2015 Deploy 1"
"2591",4,"F8",2015-08-19,387981.74,10524,22599,6534,5673,38025,3045,"Fall 2015 Deploy 1"
"2592",5,"F8",2015-08-20,322193.34,15359,19034,3685,11575,34686,2061,"Fall 2015 Deploy 1"
"2593",6,"F8",2015-08-21,367339.2,14965,21578,5990,3510,37875,2482,"Fall 2015 Deploy 1"
"2594",1,"H1",2015-08-16,178981.26,8476,8196,4812,44043,20269,604,"Fall 2015 Deploy 1"
"2595",2,"H1",2015-08-17,340017.96,11116,20989,4048,7187,40856,2204,"Fall 2015 Deploy 1"
"2596",3,"H1",2015-08-18,321472.6,10457,16137,9195,8342,40541,1728,"Fall 2015 Deploy 1"
"2597",4,"H1",2015-08-19,429242.25,14617,24204,6092,9914,28390,3183,"Fall 2015 Deploy 1"
"2598",5,"H1",2015-08-20,331041.57,15409,19142,3721,14857,31327,1944,"Fall 2015 Deploy 1"
"2599",6,"H1",2015-08-21,380902.12,11788,23159,5285,5349,38668,2151,"Fall 2015 Deploy 1"
"2600",7,"H1",2015-08-22,382719.37,17928,21481,4620,4852,35491,2028,"Fall 2015 Deploy 1"
"2601",8,"H1",2015-08-23,368501.48,14309,21243,5673,4877,38172,2126,"Fall 2015 Deploy 1"
"2602",9,"H1",2015-08-24,380047.8,14190,21370,6165,5708,36692,2275,"Fall 2015 Deploy 1"
"2603",1,"H4",2015-08-16,284990.64,15906,10560,11071,15232,32767,864,"Fall 2015 Deploy 1"
"2604",2,"H4",2015-08-17,271835.47,14698,13989,7304,11941,37664,804,"Fall 2015 Deploy 1"
"2605",3,"H4",2015-08-18,264869.83,12370,12294,10367,9802,41024,543,"Fall 2015 Deploy 1"
"2606",4,"H4",2015-08-19,259890.62,11944,12656,8241,9167,43716,676,"Fall 2015 Deploy 1"
"2607",5,"H4",2015-08-20,261989.01,13460,14883,4426,20652,32033,946,"Fall 2015 Deploy 1"
"2608",6,"H4",2015-08-21,279537.61,10921,12935,9415,13671,38365,1093,"Fall 2015 Deploy 1"
"2609",1,"J11",2015-08-16,238105.19,8843,12929,3786,21833,37584,1425,"Fall 2015 Deploy 1"
"2610",2,"J11",2015-08-17,241254.57,10196,13301,2695,22812,35846,1550,"Fall 2015 Deploy 1"
"2611",3,"J11",2015-08-18,241126.82,11395,12220,3248,18714,39174,1649,"Fall 2015 Deploy 1"
"2612",4,"J11",2015-08-19,288203.33,11453,16665,3189,21425,31524,2144,"Fall 2015 Deploy 1"
"2613",5,"J11",2015-08-20,309778.08,10899,18377,3456,16136,35438,2094,"Fall 2015 Deploy 1"
"2614",6,"J11",2015-08-21,315007.92,12641,18710,2059,15965,34773,2252,"Fall 2015 Deploy 1"
"2615",1,"B10",2015-09-03,250141.73,11276,14893,3006,13663,42476,1086,"Fall 2015 Deploy 2"
"2616",2,"B10",2015-09-04,339029.87,11821,23376,2694,10228,36836,1445,"Fall 2015 Deploy 2"
"2617",3,"B10",2015-09-05,318693.36,10670,19858,3287,6429,44507,1649,"Fall 2015 Deploy 2"
"2618",4,"B10",2015-09-06,340140.61,11216,22249,5574,4237,41716,1408,"Fall 2015 Deploy 2"
