"","X1","Squirrel","date","ODBA","Feed","Forage","NestMove","notmoving","Sleep","Travel","Deploy"
"275",5,"G8",2016-08-24,499525.83,9793,29658,5507,5687,31477,4278,"August 2016"
"276",6,"G8",2016-08-25,525731.9,9774,33811,4639,7123,26917,4136,"August 2016"
"277",7,"G8",2016-08-26,458183.45,9421,27881,3159,4667,37051,4221,"August 2016"
"278",8,"G8",2016-08-27,530483,7828,28955,3683,2062,37929,5943,"August 2016"
"279",9,"G8",2016-08-28,442253.32,11626,24793,5551,1134,39451,3845,"August 2016"
"280",10,"G8",2016-08-29,415652.32,9374,20830,8758,1088,42522,3828,"August 2016"
"281",11,"G8",2016-08-30,275100.62,7695,14940,4193,1817,55521,2234,"August 2016"
"282",12,"G8",2016-08-31,313845.94,10026,15214,6995,1544,49909,2712,"August 2016"
"283",13,"G8",2016-09-01,392213.54,9636,19923,8841,769,43853,3378,"August 2016"
"284",14,"G8",2016-09-02,360749.93,9613,20427,6579,915,45995,2871,"August 2016"
"285",15,"G8",2016-09-03,320723.37,10843,17958,5198,2365,47856,2180,"August 2016"
"286",16,"G8",2016-09-04,482477.44,12340,30601,5789,5529,28797,3344,"August 2016"
"287",1,"H1",2016-08-20,419002.18,9692,23299,6061,6938,36793,3617,"August 2016"
"288",2,"H1",2016-08-21,404728.37,8606,22583,4776,5674,41214,3547,"August 2016"
"289",3,"H1",2016-08-22,408643.23,8354,22136,5440,5916,40730,3824,"August 2016"
"290",4,"H1",2016-08-23,405461.3,8626,21511,5952,5123,41314,3874,"August 2016"
"291",5,"H1",2016-08-24,421020.02,7728,22216,8219,5543,39057,3637,"August 2016"
"292",6,"H1",2016-08-25,439962.5,8136,23397,7275,5586,37903,4103,"August 2016"
"293",7,"H1",2016-08-26,503287.18,9777,27615,3801,5987,33223,5997,"August 2016"
"294",8,"H1",2016-08-27,464030.4,11291,25286,3240,12325,29162,5096,"August 2016"
"295",9,"H1",2016-08-28,467176.97,9431,26472,3406,5043,37566,4482,"August 2016"
"296",10,"H1",2016-08-29,406416.8,11208,21213,4976,4717,40290,3996,"August 2016"
"297",11,"H1",2016-08-30,429396.84,11384,24544,4350,2785,39472,3865,"August 2016"
"298",12,"H1",2016-08-31,357954.17,12590,18104,4186,6607,41194,3719,"August 2016"
"299",13,"H1",2016-09-01,410344.87,12054,22572,5049,9539,33631,3555,"August 2016"
"300",14,"H1",2016-09-02,414155.97,11489,23289,4689,6387,36783,3763,"August 2016"
"301",15,"H1",2016-09-03,382292.53,9596,20553,6193,6971,39697,3390,"August 2016"
"302",16,"H1",2016-09-04,383039.52,9929,20657,3844,9246,38764,3960,"August 2016"
"303",17,"H1",2016-09-05,496251.92,11416,29438,3269,6585,31140,4552,"August 2016"
"304",1,"H9",2016-08-20,417357.57,12317,27070,2724,11923,29410,2956,"August 2016"
"305",2,"H9",2016-08-21,357799.46,11545,21988,3261,11933,35043,2630,"August 2016"
"306",3,"H9",2016-08-22,362103.91,11812,23496,2406,14230,31998,2458,"August 2016"
"307",4,"H9",2016-08-23,346508.04,12894,22938,2091,15907,30343,2227,"August 2016"
"308",5,"H9",2016-08-24,305454.88,10712,18645,4388,15164,35577,1914,"August 2016"
"309",6,"H9",2016-08-25,340330.9,10198,21678,2662,13821,35627,2414,"August 2016"
"310",7,"H9",2016-08-26,395453.23,15296,23068,3445,10966,30433,3192,"August 2016"
"311",8,"H9",2016-08-27,380961.51,14949,22518,3587,12315,30195,2836,"August 2016"
"312",9,"H9",2016-08-28,366671.08,15116,20926,5474,8237,34262,2385,"August 2016"
"313",10,"H9",2016-08-29,374050.95,14473,24377,2555,8512,34020,2463,"August 2016"
"314",11,"H9",2016-08-30,387740.96,13723,25364,3798,7639,33397,2479,"August 2016"
"315",12,"H9",2016-08-31,327651.66,13595,18727,4020,12287,35756,2015,"August 2016"
"316",13,"H9",2016-09-01,349105.09,16461,19309,4186,9354,34168,2922,"August 2016"
"317",14,"H9",2016-09-02,358455.54,11152,20125,4224,13238,34178,3483,"August 2016"
"318",15,"H9",2016-09-03,339874.09,13102,17628,3168,17437,31794,3271,"August 2016"
"319",16,"H9",2016-09-04,365215.56,12233,23471,3613,11397,33357,2329,"August 2016"
"320",17,"H9",2016-09-05,357595.1,12818,22960,3599,10072,34693,2258,"August 2016"
"321",1,"n05",2016-08-20,402640.16,7886,25348,2575,16965,30165,3461,"August 2016"
"322",2,"n05",2016-08-21,356571.37,8395,23654,2069,15193,34224,2865,"August 2016"
"323",3,"n05",2016-08-22,330464.85,9728,20447,2438,18367,32647,2773,"August 2016"
"324",4,"n05",2016-08-23,329335.14,9937,20305,2535,20234,30911,2478,"August 2016"
"325",5,"n05",2016-08-24,323951.04,9609,19684,2555,24772,27132,2648,"August 2016"
"326",6,"n05",2016-08-25,357952.66,10415,22697,2899,20808,26861,2720,"August 2016"
"327",7,"n05",2016-08-26,434226.08,10720,25754,2496,18218,24723,4489,"August 2016"
"328",8,"n05",2016-08-27,434552.99,8829,26859,2777,19376,24826,3733,"August 2016"
"329",9,"n05",2016-08-28,356876.98,9947,22608,2043,18568,30531,2703,"August 2016"
"330",10,"n05",2016-08-29,433565.38,11140,27102,2044,12084,30195,3835,"August 2016"
"331",11,"n05",2016-08-30,353906.47,9742,21004,4018,18031,30595,3010,"August 2016"
"332",12,"n05",2016-08-31,355563.81,11619,20671,2773,15778,32507,3052,"August 2016"
"333",13,"n05",2016-09-01,396212.38,11280,24467,2419,17003,27960,3271,"August 2016"
"334",14,"n05",2016-09-02,355192.68,11259,22014,2957,16418,30943,2809,"August 2016"
"335",15,"n05",2016-09-03,363007.66,9125,22952,3002,16405,31693,3223,"August 2016"
"336",16,"n05",2016-09-04,350272.59,12329,20770,1878,19878,28363,3182,"August 2016"
"337",17,"n05",2016-09-05,316333.63,10826,19153,3521,21403,29005,2492,"August 2016"
"338",1,"O2",2016-08-20,74077.86,1839,1655,2341,57986,22430,149,"August 2016"
"339",2,"O2",2016-08-21,191639.72,4260,5332,14183,13524,48664,437,"August 2016"
"340",3,"O2",2016-08-22,228021.3,8769,11960,6889,12451,45211,1120,"August 2016"
"341",4,"O2",2016-08-23,251473.18,10521,11657,8268,15315,39509,1130,"August 2016"
"342",5,"O2",2016-08-24,249254.63,6780,8633,14507,6072,49618,790,"August 2016"
"343",6,"O2",2016-08-25,295393.77,12216,15802,5596,11872,38863,2051,"August 2016"
"344",7,"O2",2016-08-26,297905.86,11614,16455,6659,12952,37032,1688,"August 2016"
"345",8,"O2",2016-08-27,326153.8,14526,18035,5047,12822,33939,2031,"August 2016"
"346",9,"O2",2016-08-28,303538.21,11727,17448,6118,12439,37006,1662,"August 2016"
"347",10,"O2",2016-08-29,295100.75,10663,15708,7681,3375,47280,1693,"August 2016"
"348",11,"O2",2016-08-30,338019.75,10836,18726,6385,6172,42041,2240,"August 2016"
"349",12,"O2",2016-08-31,292944.45,12304,15780,6745,3150,46779,1642,"August 2016"
"350",13,"O2",2016-09-01,301565.72,11443,17646,5898,7496,42357,1560,"August 2016"
"351",14,"O2",2016-09-02,333667.62,8749,17533,8707,10529,38724,2158,"August 2016"
"352",15,"O2",2016-09-03,277682.46,8425,11948,10967,5720,48043,1297,"August 2016"
"353",16,"O2",2016-09-04,315122.21,10210,14314,11722,5795,42834,1525,"August 2016"
"354",17,"O2",2016-09-05,211660.5,14850,11966,NA,58501,NA,1083,"August 2016"
"355",1,"O2",2016-08-22,211217.59,9228,11059,5316,19794,39931,1072,"August 2016"
"356",2,"O2",2016-08-23,265715.71,8710,13272,9076,13634,40514,1194,"August 2016"
"357",3,"O2",2016-08-24,226305.79,9477,9635,9265,11448,45582,993,"August 2016"
"358",4,"O2",2016-08-25,235665.6,5246,6790,16618,7266,49841,639,"August 2016"
"359",5,"O2",2016-08-26,327207.9,14838,19236,4016,15857,30338,2115,"August 2016"
"360",6,"O2",2016-08-27,316340.71,12501,17569,5339,15789,33230,1972,"August 2016"
"361",7,"O2",2016-08-28,304112.21,12412,15136,9143,7677,40435,1597,"August 2016"
"362",8,"O2",2016-08-29,342853.45,13412,18919,6862,5960,39212,2035,"August 2016"
"363",9,"O2",2016-08-30,331485.1,10947,18457,6369,6530,41832,2265,"August 2016"
"364",10,"O2",2016-08-31,298021.89,9051,16168,7257,3871,48242,1811,"August 2016"
"365",11,"O2",2016-09-01,280179.25,13305,15432,6058,6204,44116,1285,"August 2016"
"366",12,"O2",2016-09-02,317784.26,8576,17269,7908,5650,45016,1981,"August 2016"
"367",13,"O2",2016-09-03,284385.28,5911,11366,14069,8023,45768,1263,"August 2016"
"368",14,"O2",2016-09-04,293269.69,11939,15755,6425,9794,40889,1598,"August 2016"
"369",15,"O2",2016-09-05,341046.6,11440,18445,10068,4074,40416,1957,"August 2016"
"370",1,"P3",2016-08-20,334060.74,8103,18154,4806,15447,36688,3202,"August 2016"
"371",2,"P3",2016-08-21,335328.67,7911,17550,6577,18508,32857,2997,"August 2016"
"372",3,"P3",2016-08-22,358736.88,8751,19519,4242,23235,27096,3557,"August 2016"
"373",4,"P3",2016-08-23,345731.42,10086,19044,4304,26140,23476,3350,"August 2016"
"374",5,"P3",2016-08-24,325117.63,9380,16011,5636,20314,32052,3007,"August 2016"
"375",6,"P3",2016-08-25,369440.77,7673,16508,9634,9654,39343,3588,"August 2016"
"376",7,"P3",2016-08-26,338814.9,13569,17897,4085,25337,22423,3089,"August 2016"
"377",8,"P3",2016-08-27,400297.29,10861,22286,5805,9152,34711,3585,"August 2016"
"378",9,"P3",2016-08-28,311722.56,11353,16062,4792,17132,34486,2575,"August 2016"
"379",10,"P3",2016-08-29,380596.29,10596,18644,8021,9045,36435,3659,"August 2016"
"380",11,"P3",2016-08-30,355302.28,7578,18348,5429,10887,40016,4142,"August 2016"
"381",12,"P3",2016-08-31,410650.38,14644,21086,4149,12863,29141,4517,"August 2016"
"382",13,"P3",2016-09-01,397197.69,11146,20833,5053,13513,31967,3888,"August 2016"
"383",14,"P3",2016-09-02,346865.28,9426,17791,4793,19345,31492,3553,"August 2016"
"384",15,"P3",2016-09-03,418907.9,8430,21197,6507,12953,32910,4403,"August 2016"
"385",16,"P3",2016-09-04,437064.64,9003,23141,6491,11454,32183,4128,"August 2016"
"386",1,"E5",2015-12-02,146609.96,6562,5910,5215,25768,42207,738,"Early December 2015"
"387",2,"E5",2015-12-03,114611.95,8366,3002,5299,2022,67262,449,"Early December 2015"
"388",3,"E5",2015-12-04,130242.36,10146,3689,5130,5521,61398,516,"Early December 2015"
"389",4,"E5",2015-12-05,130245.95,8609,4047,4774,6232,61994,744,"Early December 2015"
"390",5,"E5",2015-12-06,126298.1,9859,3090,6628,8193,58189,441,"Early December 2015"
"391",6,"E5",2015-12-07,103305.82,9254,3189,2805,14224,56597,331,"Early December 2015"
"392",7,"E5",2015-12-08,110534.37,8433,2643,5890,2102,67020,312,"Early December 2015"
"393",8,"E5",2015-12-09,119358.29,6588,3353,6954,2778,66403,324,"Early December 2015"
"394",9,"E5",2015-12-10,136058.69,10336,4834,4117,6976,59584,553,"Early December 2015"
"395",10,"E5",2015-12-11,140884.66,10051,4082,6348,2537,62831,551,"Early December 2015"
"396",1,"E9",2015-12-02,104190.91,10462,3566,2086,43439,26593,254,"Early December 2015"
"397",2,"E9",2015-12-03,127029.49,13941,4774,1943,39387,26047,308,"Early December 2015"
"398",3,"E9",2015-12-04,137475.65,12596,4553,3940,33236,31670,405,"Early December 2015"
"399",4,"E9",2015-12-05,127186.76,14463,4382,2429,35529,29311,286,"Early December 2015"
"400",5,"E9",2015-12-06,131629.77,13044,4508,1927,34870,31554,497,"Early December 2015"
"401",6,"E9",2015-12-07,137843.52,13023,4858,2523,31198,34247,551,"Early December 2015"
"402",7,"E9",2015-12-08,145099.49,14808,5075,2559,29794,33671,493,"Early December 2015"
"403",8,"E9",2015-12-09,142800.54,14722,4994,2244,37280,26658,502,"Early December 2015"
"404",9,"E9",2015-12-10,142878.96,14274,5481,2289,33758,30191,407,"Early December 2015"
"405",10,"E9",2015-12-11,135933.72,16042,4762,1906,37575,25753,362,"Early December 2015"
"406",11,"E9",2015-12-12,125120.66,9089,5084,2117,43024,26683,403,"Early December 2015"
"407",12,"E9",2015-12-13,99091.4,11627,2888,1408,40763,29522,192,"Early December 2015"
"408",13,"E9",2015-12-14,124439.29,14004,4049,2269,36504,29282,292,"Early December 2015"
"409",1,"F1d",2015-12-07,93033.49,8102,3133,1360,47475,26000,330,"Early December 2015"
"410",2,"F1d",2015-12-08,105915.04,9284,2732,3462,37409,33107,406,"Early December 2015"
"411",3,"F1d",2015-12-09,109661.86,10987,2980,1337,42214,28317,565,"Early December 2015"
"412",4,"F1d",2015-12-10,119775.15,9939,3750,2525,38796,30836,554,"Early December 2015"
"413",5,"F1d",2015-12-11,128613.85,13110,4281,2551,38122,27898,438,"Early December 2015"
"414",6,"F1d",2015-12-12,137193.51,10616,6220,1691,38530,28870,473,"Early December 2015"
"415",7,"F1d",2015-12-13,93491.67,8370,2767,2053,45063,27917,230,"Early December 2015"
"416",8,"F1d",2015-12-14,103313.44,9429,3323,1665,37030,34575,378,"Early December 2015"
"417",9,"F1d",2015-12-15,125342.04,11326,4378,1438,39811,28791,656,"Early December 2015"
"418",10,"F1d",2015-12-16,130972.04,12883,4083,2739,34589,31626,480,"Early December 2015"
"419",11,"F1d",2015-12-17,140672.19,14217,4574,2160,36276,28619,554,"Early December 2015"
"420",12,"F1d",2015-12-18,135266.37,13522,4450,1783,34507,31537,601,"Early December 2015"
"421",13,"F1d",2015-12-19,115664.73,9274,3724,2385,40548,29985,484,"Early December 2015"
"422",14,"F1d",2015-12-20,125820.05,14800,3706,1943,36276,29257,418,"Early December 2015"
"423",15,"F1d",2015-12-21,108047.27,9401,3687,1493,51488,19963,368,"Early December 2015"
"424",16,"F1d",2015-12-22,114854.08,10124,3428,2488,39136,30753,471,"Early December 2015"
"425",17,"F1d",2015-12-23,129988.05,12074,4439,1947,37529,29852,559,"Early December 2015"
"426",18,"F1d",2015-12-24,116926.83,9791,4052,1721,40579,29750,507,"Early December 2015"
"427",19,"F1d",2015-12-25,117299.18,10920,3519,2598,40300,28661,402,"Early December 2015"
"428",1,"F3",2015-12-01,63572.53,3649,1983,2465,18157,24694,120,"Early December 2015"
"429",2,"F3",2015-12-02,129784.72,5341,3764,5955,1214,69555,571,"Early December 2015"
"430",3,"F3",2015-12-03,125256.5,5817,3451,7128,1216,68442,346,"Early December 2015"
"431",4,"F3",2015-12-04,136253.54,6464,4024,6516,739,68094,563,"Early December 2015"
"432",5,"F3",2015-12-05,109060.09,4097,3124,5821,1611,71369,378,"Early December 2015"
"433",6,"F3",2015-12-06,129294.12,5169,3049,9316,3907,64673,286,"Early December 2015"
"434",7,"F3",2015-12-07,138513.63,4067,4980,7088,1163,68572,530,"Early December 2015"
"435",8,"F3",2015-12-08,125909.86,5500,3631,6871,1603,68429,366,"Early December 2015"
"436",9,"F3",2015-12-09,143836.08,5699,4745,7148,2312,65983,513,"Early December 2015"
"437",10,"F3",2015-12-10,157015.71,7765,5457,6216,2617,63663,682,"Early December 2015"
"438",11,"F3",2015-12-11,136691.3,4843,5624,6135,1547,67935,316,"Early December 2015"
"439",12,"F3",2015-12-12,84609.04,4520,2059,3488,1928,74121,284,"Early December 2015"
"440",13,"F3",2015-12-13,110127.58,7479,2974,4678,1324,69621,324,"Early December 2015"
"441",14,"F3",2015-12-14,128496.03,6624,3502,6347,1090,68293,544,"Early December 2015"
"442",15,"F3",2015-12-15,128642.8,8164,4299,5160,3248,64980,549,"Early December 2015"
"443",16,"F3",2015-12-16,181642.77,10644,6687,7624,2538,58136,771,"Early December 2015"
"444",17,"F3",2015-12-17,142087.01,6075,4195,6614,837,68026,653,"Early December 2015"
"445",18,"F3",2015-12-18,126740.32,7181,3298,6588,1229,67593,511,"Early December 2015"
"446",19,"F3",2015-12-19,113046.2,6798,3074,6842,1691,67648,347,"Early December 2015"
"447",20,"F3",2015-12-20,98580.04,6425,2588,5407,890,70913,177,"Early December 2015"
"448",21,"F3",2015-12-21,114148.45,6096,2741,6763,1193,69257,350,"Early December 2015"
"449",22,"F3",2015-12-22,124267.94,6140,3254,7531,979,68129,367,"Early December 2015"
"450",23,"F3",2015-12-23,98669.61,5253,1919,6019,1375,71550,284,"Early December 2015"
"451",24,"F3",2015-12-24,113566.87,5508,2878,7134,585,70074,221,"Early December 2015"
"452",25,"F3",2015-12-25,127913.05,6321,3532,7386,782,67974,405,"Early December 2015"
"453",26,"F3",2015-12-26,125037.41,7050,3755,6470,551,68260,314,"Early December 2015"
"454",27,"F3",2015-12-27,191563.19,8869,8209,6545,3466,58195,1116,"Early December 2015"
"455",1,"F8",2015-12-05,138582.05,4460,2961,9571,3348,65859,201,"Early December 2015"
"456",2,"F8",2015-12-06,154222.31,6685,3549,10901,1368,63549,348,"Early December 2015"
"457",3,"F8",2015-12-07,122186.82,3062,2207,9526,2416,68984,205,"Early December 2015"
"458",4,"F8",2015-12-08,162209.96,6183,4325,10877,2122,62593,300,"Early December 2015"
"459",5,"F8",2015-12-09,153970.73,3922,4411,9791,1770,66139,367,"Early December 2015"
"460",6,"F8",2015-12-10,143675.86,4573,3837,10185,2447,65055,303,"Early December 2015"
"461",7,"F8",2015-12-11,159859.91,4526,4841,11697,3023,61863,450,"Early December 2015"
"462",8,"F8",2015-12-12,170903.48,5006,4713,12848,823,62662,348,"Early December 2015"
"463",9,"F8",2015-12-13,137886.59,4008,2517,12316,1160,66254,145,"Early December 2015"
"464",1,"G13",2015-12-05,146735,9356,5620,5170,5250,60409,595,"Early December 2015"
"465",2,"G13",2015-12-06,144516.4,9356,5645,5623,6048,59238,490,"Early December 2015"
"466",3,"G13",2015-12-07,148501.01,11102,5073,6670,3173,59900,482,"Early December 2015"
"467",4,"G13",2015-12-08,159234.21,12129,5484,5909,2489,59971,418,"Early December 2015"
"468",5,"G13",2015-12-09,171390.35,11806,6551,6651,2350,58464,578,"Early December 2015"
"469",6,"G13",2015-12-10,174851.56,9346,6055,8089,1120,61091,699,"Early December 2015"
"470",1,"G15",2015-12-05,186633.37,8350,8682,6990,3871,57988,519,"Early December 2015"
"471",2,"G15",2015-12-06,151324.77,6200,5816,7347,3766,62900,371,"Early December 2015"
"472",3,"G15",2015-12-07,151966.53,6225,6038,6807,2938,63882,510,"Early December 2015"
"473",4,"G15",2015-12-08,203069.94,8081,8649,8188,3638,57231,613,"Early December 2015"
"474",5,"G15",2015-12-09,229196.93,7547,10972,9012,4330,53635,904,"Early December 2015"
"475",6,"G15",2015-12-10,202183.1,6101,9945,8400,3539,57679,736,"Early December 2015"
"476",7,"G15",2015-12-11,198548.04,7046,8608,9594,1610,58835,707,"Early December 2015"
"477",8,"G15",2015-12-12,173414.94,6514,6566,9179,2043,61471,627,"Early December 2015"
"478",9,"G15",2015-12-13,147633.22,5461,4290,10745,1184,64397,323,"Early December 2015"
"479",10,"G15",2015-12-14,215862.27,7306,10250,9054,3356,55566,868,"Early December 2015"
"480",11,"G15",2015-12-15,182232.3,5783,7278,9246,1588,61734,771,"Early December 2015"
"481",12,"G15",2015-12-16,198091.26,7649,8991,8025,1888,59036,811,"Early December 2015"
"482",13,"G15",2015-12-17,230351.87,8559,11496,7554,5742,52124,925,"Early December 2015"
"483",14,"G15",2015-12-18,160995.98,6073,5387,9905,1642,62784,609,"Early December 2015"
"484",15,"G15",2015-12-19,188212.17,8072,7934,8071,1965,59648,710,"Early December 2015"
"485",16,"G15",2015-12-20,152091.87,6762,5023,9112,2262,62798,443,"Early December 2015"
"486",17,"G15",2015-12-21,132973.34,4156,3193,10872,777,66967,435,"Early December 2015"
"487",18,"G15",2015-12-22,175886.94,6705,6194,10362,2127,60348,664,"Early December 2015"
"488",19,"G15",2015-12-23,170160.66,8170,6308,8303,3111,59936,572,"Early December 2015"
"489",20,"G15",2015-12-24,149320.18,5742,6295,7609,2340,63941,473,"Early December 2015"
"490",21,"G15",2015-12-25,179006.31,7963,6111,11122,1792,58967,445,"Early December 2015"
"491",22,"G15",2015-12-26,162387.88,5129,6762,7158,1535,65142,674,"Early December 2015"
"492",23,"G15",2015-12-27,174182.91,6360,6409,9994,1874,60986,777,"Early December 2015"
"493",24,"G15",2015-12-28,234891.5,9139,10116,7422,5981,52666,1076,"Early December 2015"
"494",1,"H4",2015-12-07,97772.85,10887,2383,2764,27264,42790,312,"Early December 2015"
"495",2,"H4",2015-12-08,119408.73,11249,3133,3925,13759,53820,514,"Early December 2015"
"496",3,"H4",2015-12-09,123486.38,10452,3057,4413,11051,56847,580,"Early December 2015"
"497",4,"H4",2015-12-10,126069.24,11790,2939,5743,10437,55041,450,"Early December 2015"
"498",5,"H4",2015-12-11,119529.79,12470,2865,5054,8829,56737,445,"Early December 2015"
"499",1,"I5",2015-12-07,102220.61,5582,2317,5605,1678,70895,323,"Early December 2015"
"500",2,"I5",2015-12-08,118865.75,8024,3040,5694,1229,67956,457,"Early December 2015"
"501",3,"I5",2015-12-09,121284.31,7662,2937,7485,798,67265,253,"Early December 2015"
"502",4,"I5",2015-12-10,137624.91,10342,4119,5751,3027,62539,622,"Early December 2015"
"503",5,"I5",2015-12-11,141541.84,9649,4074,6547,3728,62003,399,"Early December 2015"
"504",1,"J1",2015-12-07,108716.34,4686,3095,5368,1586,71372,293,"Early December 2015"
"505",2,"J1",2015-12-08,115564.92,5398,3238,6560,3892,67042,270,"Early December 2015"
"506",3,"J1",2015-12-09,120637.8,8204,3282,6280,3711,64642,281,"Early December 2015"
"507",4,"J1",2015-12-10,145475.59,7030,4786,7187,3687,63151,559,"Early December 2015"
"508",5,"J1",2015-12-11,143463.67,9437,4354,6748,3485,61850,526,"Early December 2015"
"509",6,"J1",2015-12-12,147564.29,4985,5296,7142,5102,63456,419,"Early December 2015"
"510",7,"J1",2015-12-13,96734.23,6459,2137,4713,4112,68769,210,"Early December 2015"
"511",8,"J1",2015-12-14,127823.58,7380,4031,5811,4067,64799,312,"Early December 2015"
"512",9,"J1",2015-12-15,138472.96,8843,3582,7160,3166,63170,479,"Early December 2015"
"513",10,"J1",2015-12-16,160149.59,11407,6144,5585,5707,57175,382,"Early December 2015"
"514",11,"J1",2015-12-17,131078.97,10096,3862,5634,5154,61336,318,"Early December 2015"
"515",12,"J1",2015-12-18,139117,7627,4199,6672,3027,64376,499,"Early December 2015"
"516",13,"J1",2015-12-19,109941.57,6425,2243,7886,1407,68174,265,"Early December 2015"
"517",14,"J1",2015-12-20,133860.95,8503,3658,7845,3483,62633,278,"Early December 2015"
"518",15,"J1",2015-12-21,108070.89,6197,2700,6062,4813,66418,210,"Early December 2015"
"519",16,"J1",2015-12-22,136921.13,8487,3715,7171,4624,62078,325,"Early December 2015"
"520",17,"J1",2015-12-23,121749.82,9794,3037,5388,2790,65083,308,"Early December 2015"
"521",18,"J1",2015-12-24,117463.35,7009,2875,6557,4121,65603,235,"Early December 2015"
"522",19,"J1",2015-12-25,122486.13,6994,3252,6841,3214,65894,205,"Early December 2015"
"523",20,"J1",2015-12-26,128356.11,10254,3698,5878,3283,62987,300,"Early December 2015"
"524",21,"J1",2015-12-27,130994.52,7098,3286,8144,2999,64558,315,"Early December 2015"
"525",22,"J1",2015-12-28,179265.99,12858,6337,7511,3639,55525,530,"Early December 2015"
"526",23,"J1",2015-12-29,170564.66,8910,4673,10780,1787,59720,530,"Early December 2015"
"527",1,"K7",2015-12-07,93994.29,3896,2080,6572,1560,71997,295,"Early December 2015"
"528",2,"K7",2015-12-08,116624.03,7383,3268,5696,2720,66845,488,"Early December 2015"
